#SampleID	Well_ID	Sequencing_PlateNumber	Sample_Name	PalmID	ESPECIE	ESTADIO	SEXO	PROCEDENCIA	HABITAT	Region	DATE	Type of Molecular Analysis	Notes	sex	Dissections	Date of dissections	Date of Gut DNA extractions	Gut DNA 260_280 score	NUMBER	Gut DNA Concentration ng/µL	Date of Salivary DNA extractions	TypeBM	HumanBM	NumberBM	1stBM	2ndBM	3rdBM	4thBM	5thBM	16S Sequencing	PCR_RESULTS_121_122	PCR_RESULTS_duplex_Tcruzi	PCR_RESULTS_duplex_Trangeli	SingleInf_Tcruzi	SingleInf_Trangeli	Coinfection	Infection	PCR_To_Redo	Duplex PCR date	121_122 PCR date
F4.P3	F4	Plate-3	370	SF8	R. pallescens	N1		Veraguas	Pasture	Veraguas	7/10/2017		"Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome"		Guts and Salivary Glands	5/22/2018	5/28/2018		370			Mammal	Yes	Three	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens	Aves;Passeriformes;Thraupidae;Thraupis;sayaca			Yes	Negative	Negative	Negative	Negative	Negative	No	Negative			
F5.P3	F5	Plate-3	371	SF8	R. pallescens	N1		Veraguas	Pasture	Veraguas	7/10/2017		"Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome"		Guts and Salivary Glands	4/30/2018	5/28/2018		371			Mammal_Bird	No	Three	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Other	Aves;Passeriformes;Cardinalidae;Piranga;rubra			Yes	Negative	Negative	Negative	Negative	Negative	No	Negative			
F6.P3	F6	Plate-3	372	SF8	R. pallescens	N1		Veraguas	Pasture	Veraguas	7/10/2017		"Kaylee; guts, saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome"		Guts and Salivary Glands	5/22/2018	5/28/2018		372			Mammal_Bird	No	Two	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Aves;Passeriformes;Cardinalidae;Piranga;rubra				Yes	Negative	Negative	Negative	Negative	Negative	No	Negative			
F7.P3	F7	Plate-3	373	SF8	R. pallescens	N1		Veraguas	Pasture	Veraguas	7/10/2017		"Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome"		Guts and Salivary Glands	5/22/2018	5/28/2018		373			Mammal_Reptile	Yes	Three	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens	Reptilia;Squamata;Gekkonidae;Lepidodactylus;lugubris			Yes	Negative	Negative	Negative	Negative	Negative	No	Negative			
F8.P3	F8	Plate-3	375	SF8	R. pallescens	N1		Veraguas	Pasture	Veraguas	7/10/2017		"Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome"		Guts and Salivary Glands	5/22/2018	5/28/2018		375			Mammal	Yes	Two	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens				Yes	Positive	Negative	Negative	Single	Negative	No	Tcruzi			15 January 2020
F9.P3	F9	Plate-3	376	SF8	R. pallescens	N1		Veraguas	Pasture	Veraguas	7/10/2017		"Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome"		Guts and Salivary Glands	4/30/2018	5/28/2018		376			Mammal	Yes	Two	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens				Yes	Negative	Negative	Negative	Negative	Negative	No	Negative			
F10.P3	F10	Plate-3	377	SF8	R. pallescens	N1		Veraguas	Pasture	Veraguas	7/10/2017		"Kaylee; guts, saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome"		Guts and Salivary Glands	5/22/2018	5/28/2018		377			Mammal_Bird	Yes	Three	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Aves;Passeriformes;Thraupidae;Thraupis;sayaca	Mammalia;Primate;Hominidae;Homo;sapiens			Yes	Negative	Negative	Negative	Negative	Negative	No	Negative			
F11.P3	F11	Plate-3	378	SF8	R. pallescens	N1		Veraguas	Pasture	Veraguas	7/10/2017		"Kaylee; guts, salivary tissue, flamed tools before guts and salivary tissue"		Guts and Salivary Glands	5/22/2018	5/28/2018		378			Mammal	Yes	Two	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens				Yes	Positive	Positive	Negative	Single	Negative	No	Tcruzi			
F12.P3	F12	Plate-3	379	SF8	R. pallescens	N1		Veraguas	Pasture	Veraguas	7/10/2017		"Kaylee; guts only, flamed tools before guts"		Guts	5/22/2018	5/28/2018		379			Mammal	Yes	Two	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens				Yes	Negative	Negative	Negative	Negative	Negative	No	Negative			
G1.P3	G1	Plate-3	381	SF8	R. pallescens	N1		Veraguas	Pasture	Veraguas	7/10/2017		"Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome"		Guts and Salivary Glands	5/22/2018	5/28/2018		381			Mammal	Yes	Three	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens			Yes	Negative	Negative	Negative	Negative	Negative	No	Negative			
G2.P3	G2	Plate-3	381.5	SF8	R. pallescens	N1		Veraguas	Pasture	Veraguas	7/10/2018		"Kaylee; guts, saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome"		Guts and Salivary Glands	5/22/2018	5/28/2018		381.5			Mammal	Yes	Two	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens				Yes	Negative			Negative	Negative	No	Negative			
G3.P3	G3	Plate-3	382	SF11	R. pallescens	Adult		Veraguas	Peridomestic	Veraguas	7/11/2017		Nina; engorged; bead sterilizer before guts; no salivary glands recovered		Guts only	2/9/2018	5/28/2018		382			Mammal	No	Two	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis				Yes	Negative			Negative	Negative	No	Negative			
G4.P3	G4	Plate-3	383	SF11	R. pallescens	Adult		Veraguas	Peridomestic	Veraguas	7/11/2017		Nina; engorged; bead sterilizer before guts and salivary glands		Guts and Salivary Glands	2/9/2018	5/28/2018		383			Mammal	No	Two	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis				Yes	Positive			Single	Negative	No	Tcruzi			
G5.P3	G5	Plate-3	384	SF11	R. pallescens	Adult		Veraguas	Peridomestic	Veraguas	7/11/2017		Nina; engorged; bead sterilizer before guts and salivary glands		Guts and Salivary Glands	2/9/2018	5/28/2018		384			Mammal	No	Two	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis				Yes	Positive	Positive	Negative	Single	Negative	No	Tcruzi		"December 9, 2019"	
G6.P3	G6	Plate-3	385	SF11	R. pallescens	Adult		Veraguas	Peridomestic	Veraguas	7/11/2017		Nina; bead sterilizer before guts and salivary glands		Guts and Salivary Glands	2/9/2018	5/28/2018		385			Mammal	No	Two	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis				Yes	Positive	Positive	Negative	Single	Negative	No	Tcruzi		"December 9, 2019"	
G7.P3	G7	Plate-3	389	SF11	R. pallescens	N1		Veraguas	Peridomestic	Veraguas	7/11/2017						5/28/2018		389			Mammal	No	Three	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Didelphimorpha;Didelphidae;Metachirus;nudicaudatus			Yes	Positive	Negative	Negative	Single	Negative	No	Tcruzi	121_122_positive? Redo	"December 9, 2019"	
G8.P3	G8	Plate-3	391	SF11	R. pallescens	N1		Veraguas	Peridomestic	Veraguas	7/11/2017		"Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome"		Guts and Salivary Glands	4/30/2018	5/28/2018		391			Mammal	Yes	Three	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens			Yes	Negative	Negative	Negative	Negative	Negative	No	Negative		"December 9, 2019"	
G9.P3	G9	Plate-3	393	SF11	R. pallescens	N1		Veraguas	Peridomestic	Veraguas	7/11/2017		"Kaylee; guts, saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome"		Guts and Salivary Glands	5/22/2018	5/28/2018		393			Mammal_Bird	No	Three	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Aves;Passeriformes;Thraupidae;Thraupis;sayaca			Yes	Negative	Negative	Negative	Negative	Negative	No	Negative		"December 9, 2019"	
G10.P3	G10	Plate-3	395	SF11	R. pallescens	N1		Veraguas	Peridomestic	Veraguas	7/11/2017		"Kaylee; guts, salivary tissue, flamed tools before guts and salivary tissue"				5/28/2018		395			Mammal_Bird	No	Three	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Aves;Passeriformes;Thraupidae;Thraupis;sayaca			Yes	Negative	Negative	Negative	Negative	Negative	No	Negative		"December 9, 2019"	
G11.P3	G11	Plate-3	396	SF11	R. pallescens	Adult		Veraguas	Peridomestic	Veraguas	7/11/2017		Nina; engorged; bead sterilizer before guts and salivary glands		Guts and Salivary Glands	2/12/2018	5/28/2018		396			Mammal	Yes	Three	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis			Yes	Negative	Positive	Negative	Negative	Negative	No	Negative		"December 9, 2019"	
G12.P3	G12	Plate-3	397	SF11	R. pallescens	Adult		Veraguas	Peridomestic	Veraguas	7/11/2017		"Nina; engorged; autoclaved before guts, bead sterilizer before salivary glands"		Guts and Salivary Glands	2/12/2018	5/28/2018		397			Mammal	No	One	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	Positive	Positive	Negative	Single	Negative	No	Tcruzi		"December 9, 2019"	
H1.P3	H1	Plate-3	398	SF11	R. pallescens	Adult	Male	Veraguas	Peridomestic	Veraguas	7/11/2017		"Kaylee; engorged; collected surface microbes for later extraction (fungi?); flamed tools before guts, salivary tissue not for microbiome"	Male	Guts and Salivary Glands	4/9/2018	5/28/2018		398			Mammal	No	Two	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Didelphimorpha;Didelphidae;Philander;opossum				Yes	Positive	Positive	Positive	Coinfection	Coinfection	Yes	Tcruzi		"December 9, 2019"	
H2.P3	H2	Plate-3	399	SF11	R. pallescens	N1		Veraguas	Peridomestic	Veraguas	7/11/2017		"Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome"		Guts and Salivary Glands	4/30/2018	5/28/2018		399			Mammal	Yes	Four	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens	Mammalia;Rodentia;Muridae;Mus;musculus	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis		Yes	Negative	Negative	Negative	Negative	Negative	No	Negative		"December 9, 2019"	
H3.P3	H3	Plate-3	400	SF11	R. pallescens	N1		Veraguas	Peridomestic	Veraguas	7/11/2017		"Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome"		Guts and Salivary Glands	4/30/2018	5/28/2018		400			Mammal	Yes	Four	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Cetartiodactyla;Bovidae;Bos;taurus		Yes	Negative	Negative	Negative	Negative	Negative	No	Negative		"December 9, 2019"	
H4.P3	H4	Plate-3	401	SF11	R. pallescens	N1		Veraguas	Peridomestic	Veraguas	7/11/2017		"Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome"		Guts and Salivary Glands	4/30/2018	5/29/2018		401			Mammal	No	Three	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Other			Yes	Negative	Negative	Negative	Negative	Negative	No	Negative		"December 9, 2019"	
H5.P3	H5	Plate-3	402	SF11	R. pallescens	N1		Veraguas	Peridomestic	Veraguas	7/11/2017		"Kaylee; guts with exoskeleton (no legs) and saliavary tissue with exoskeleton (no legs or head); flamed tools before guts, salivary tissue not for microbiome"		Guts and Salivary Glands	4/30/2018	5/29/2018		402			Mammal	Yes	Three	Mammalia;Primate;Hominidae;Homo;sapiens	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis			Yes	Negative	Negative	Negative	Negative	Negative	No	Negative		"December 9, 2019"	
H6.P3	H6	Plate-3	403	SF11	R. pallescens	N1		Veraguas	Peridomestic	Veraguas	7/11/2017		"Kaylee; guts (with little exoskeleton, no legs), salivary tissue with exoskeleton (no head or legs), autoclaved and flamed tools before guts, salivary tissue not for microbiome"		Guts and sailvary glands	4/30/2018	5/29/2018		403			Mammal	Yes	Four	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Other	Mammalia;Primate;Hominidae;Homo;sapiens	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis		Yes	Negative	Negative	Negative	Negative	Negative	No	Negative		"December 9, 2019"	
H7.P3	H7	Plate-3	405	SF11	R. pallescens	N1		Veraguas	Peridomestic	Veraguas	7/11/2017		"Kaylee; Guts with exoskeleton and sal tissue with exoskeleton (no head or legs), flamed tools before guts, salivary tissue not for microbiome"		Guts and Salivary Glands	4/10/2018	5/29/2018		405			Mammal	No	Three	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Rodentia;Muridae;Mus;musculus	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis			Yes	Negative	Negative	Negative	Negative	Negative	No	Negative		"December 9, 2019"	
H8.P3	H8	Plate-3	406	SF11	R. pallescens	N1		Veraguas	Peridomestic	Veraguas	7/11/2017		"Kaylee; Guts with exoskeleton and sal tissue with exoskeleton (no head or legs), flamed tools before guts, salivary tissue not for microbiome"		Guts and Salivary Glands	4/10/2018	5/29/2018		406			Mammal	No	Three	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Cetartiodactyla;Bovidae;Bos;taurus	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis			Yes	Negative	Negative	Negative	Negative	Negative	No	Negative		"December 9, 2019"	
H9.P3	H9	Plate-3	407	SF14	R. pallescens	Adult		Veraguas	Forest	Veraguas	7/11/2017		Nina; engorged; bead sterilizer before guts and salivary glands		Guts and Salivary Glands	2/12/2018	5/29/2018		407			Mammal	No	Two	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis				Yes	Negative	Negative	Negative	Negative	Negative	No	Negative		"December 9, 2019"	
H10.P3	H10	Plate-3	408	SF15	T. dimidiata	Adult		Veraguas	Forest	Veraguas	7/11/2017	CV-SIA	"Kaylee; engorged, guts, salivary tissue, flamed tools before guts and salivary tissue"	Male	Guts and Salivary Glands	5/22/2018	5/29/2018		408			Mammal_Bird	No	Three	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Aves;Passeriformes;Cardinalidae;Piranga;rubra			Yes	Negative	Negative	Negative	Negative	Negative	No	Negative		"December 9, 2019"	
H11.P3	H11	Plate-3	409	SF15	T. dimidiata	Adult		Veraguas	Forest	Veraguas	7/11/2017	CV-SIA	"Kaylee; engorged, guts, salivary tissue, flamed tools before guts and salivary tissue"	Male	Guts and Salivary Glands	5/22/2018	5/29/2018		409			Mammal	Yes	Four	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Primate;Hominidae;Homo;sapiens	Mammalia;Rodentia;Muridae;Mus;musculus		Yes	Positive	Negative	Negative	Single	Negative	No	Tcruzi		"December 9, 2019"	
H12.P3	H12	Plate-3	410	SF15	T. dimidiata	N3		Veraguas	Forest	Veraguas	7/11/2017	CV-SIA	"Kaylee; engorged, guts, salivary tissue, flamed tools before guts and salivary tissue"		Guts and Salivary Glands	5/22/2018	5/29/2018		410			Mammal	No	Two	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis				Yes	Positive	Negative	Negative	Single	Negative	No	Tcruzi		"December 9, 2019"	
A1.P4	A1	Plate-4	411	SF15	T. dimidiata	N3		Veraguas	Forest	Veraguas	7/11/2017	CV-SIA	"Kaylee; engorged, guts, salivary tissue, flamed tools before guts and salivary tissue"		Guts and Salivary Glands	5/22/2018	5/31/2018		411			Mammal	Yes	Four	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens	Mammalia;Didelphimorpha;Didelphidae;Metachirus;nudicaudatus	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis		Yes	Positive	Negative	Negative	Single	Negative	No	Tcruzi		"December 9, 2019"	
A2.P4	A2	Plate-4	412	SF15	R. pallescens	Adult	Female	Veraguas	Forest	Veraguas	7/11/2017	CV-SIA	"Kaylee; engorged; eggs recovered in EtOH; flamed tools before guts, sal tissue not for microbiome"	Female	Guts and Salivary Glands	4/11/2018	5/31/2018		412			Mammal	Yes	Five	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Rodentia;Muridae;Mus;musculus	Mammalia;Primate;Hominidae;Homo;sapiens	Mammalia;Didelphimorpha;Didelphidae;Metachirus;nudicaudatus	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Yes	Positive	Negative	Negative	Single	Negative	No	Tcruzi		"December 9, 2019"	
A3.P4	A3	Plate-4	413	SF15	R. pallescens	Adult	Female	Veraguas	Forest	Veraguas	7/11/2017	CV-SIA	"Kaylee; engorged; eggs recovered in EtOH; flamed tools before guts, sal tissue not for microbiome"	Female	Guts and salivary glands	4/5/2018	5/31/2018		413			Mammal	Yes	Three	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Primate;Hominidae;Homo;sapiens	Mammalia;Cetartiodactyla;Bovidae;Bos;taurus			Yes	Negative	Negative	Negative	Negative	Negative	No	Negative		"December 9, 2019"	
A4.P4	A4	Plate-4	414	SF15	R. pallescens	Adult		Veraguas	Forest	Veraguas	7/11/2017	CV-SIA	"Kaylee; little blood, eggs recovered; tools flamed before guts; salivary not for microbiome"	Female	Guts and salivary glands	3/6/2018	4/6/2018		414			Mammal	No	Three	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Didelphimorpha;Didelphidae;Marmosa;murina	Mammalia;Rodentia;Heteromyidae;Heteromys;australis			Yes	Positive	Negative	Positive	Coinfection	Coinfection	Yes	Tcruzi		"December 9, 2019"	
A5.P4	A5	Plate-4	415	SF15	R. pallescens	N4		Veraguas	Forest	Veraguas	7/11/2017	CV-SIA	Kaylee; engorged; tools flamed before guts; salivary not for microbiome		Guts and salivary glands	3/6/2018	4/6/2018		415			Mammal	Yes	Three	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens			Yes	Positive	Positive	Positive	Coinfection	Coinfection	Yes	Tcruzi		"December 6, 2019"	
A6.P4	A6	Plate-4	416	SF15	R. pallescens	N3		Veraguas	Forest	Veraguas	7/11/2017	CV-SIA	Kaylee; engorged; tools flamed before guts; salivary not for microbiome		Guts and salivary glands	3/6/2018	4/6/2018		416			Mammal	Yes	Three	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Primate;Hominidae;Homo;sapiens	Mammalia;Rodentia;Heteromyidae;Heteromys;australis			Yes	Positive	Positive	Positive	Coinfection	Coinfection	Yes	Tcruzi		"December 6, 2019"	15 January 2020
A7.P4	A7	Plate-4	417	SF15	R. pallescens	N3		Veraguas	Forest	Veraguas	7/11/2017	CV-SIA	Kaylee; engorged; tools flamed before guts; salivary not for microbiome		Guts and salivary glands	3/6/2018	4/6/2018		417			Mammal	Yes	Two	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Primate;Hominidae;Homo;sapiens				Yes	Positive	Positive	Positive	Coinfection	Coinfection	Yes	Tcruzi		"December 6, 2019"	
A8.P4	A8	Plate-4	418	SF15	R. pallescens	N3		Veraguas	Forest	Veraguas	7/11/2017	CV-SIA	Kaylee; engorged; tools flamed before guts; salivary not for microbiome		Guts and salivary glands	3/6/2018	4/6/2018		418			Mammal	Yes	Three	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens			Yes	Positive	Positive	Positive	Coinfection	Coinfection	Yes	Tcruzi		"December 6, 2019"	15 January 2020
A9.P4	A9	Plate-4	419	SF15	R. pallescens	N3		Veraguas	Forest	Veraguas	7/11/2017	CV-SIA	Kaylee; very skinny; tools flamed before guts; salivary not for microbiome		Guts and salivary glands	3/6/2018	4/6/2018		419			Mammal	Yes	Four	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens	Mammalia;Rodentia;Muridae;Mus;musculus	Mammalia;Cetartiodactyla;Bovidae;Bos;taurus		Yes	Positive	Positive	Negative	Single	Negative	No	Tcruzi		"December 6, 2019"	15 January 2020
A10.P4	A10	Plate-4	420	SF15	R. pallescens	N3		Veraguas	Forest	Veraguas	7/11/2017	CV-SIA	Kaylee; engorged; salivary not for microbiome; exoskeleton in salivary tube		Guts and salivary glands	3/6/2018	4/6/2018		420			Mammal	Yes	Three	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Primate;Hominidae;Homo;sapiens			Yes	Positive	Positive	Positive	Coinfection	Coinfection	Yes	Coinfection		"December 6, 2019"	15 January 2020
A11.P4	A11	Plate-4	421	SF15	R. pallescens	N3		Veraguas	Forest	Veraguas	7/11/2017	CV-SIA	Kaylee; engorged; tools flamed before guts; salivary not for microbiome		Guts and salivary glands	3/6/2018	4/6/2018		421			Mammal	Yes	Three	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Primate;Hominidae;Homo;sapiens	Mammalia;Rodentia;Heteromyidae;Heteromys;australis			Yes	Positive	Positive	Positive	Coinfection	Coinfection	Yes	Tcruzi		"December 6, 2019"	
A12.P4	A12	Plate-4	422	SF15	R. pallescens	N3		Veraguas	Forest	Veraguas	7/11/2017	CV-SIA	Kaylee; engorged; tools flamed before guts; salivary not for microbiome		Guts and salivary glands	3/6/2018	5/31/2018		422			Mammal	Yes	Three	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens			Yes	Negative	Negative	Negative	Negative	Negative	No	Negative			15 January 2020
B1.P4	B1	Plate-4	423	SF15	R. pallescens	N2		Veraguas	Forest	Veraguas	7/11/2017	CV-SIA	Kaylee; tools autoclaved before guts; salivary glands not for microbiome		Guts and salivary glands	3/6/2018	5/31/2018		423			Mammal	Yes	Four	Mammalia;Rodentia;Heteromyidae;Heteromys;australis	Mammalia;Primate;Hominidae;Homo;sapiens	Mammalia;Didelphimorpha;Didelphidae;Metachirus;nudicaudatus	Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis		Yes	Negative	Negative	Negative	Negative	Negative	No	Negative			15 January 2020
B2.P4	B2	Plate-4	Lab01	Lab01	R. pallescens	Adult	Male	Univ. de Panama	Lab		9/15/2017		"Nina; Engorged, Only dissinfected with sporiciden and clorox wipes before guts and salivary glands"	Male	Guts and Salivary Glands	3/2/2018	5/30/2018		Lab01			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis				Yes	NA	NA	NA	NA	NA		NA			
B3.P4	B3	Plate-4	Lab02	Lab02	R. pallescens	Adult	Male	Univ. de Panama	Lab		9/15/2017		"Nina; Engorged, Only dissinfected with sporiciden and clorox wipes before guts and salivary glands"	Male	Guts and Salivary Glands	3/2/2018	5/30/2018		Lab02			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis	Mammalia;Rodentia;Heteromyidae;Heteromys;australis				Yes	NA	NA	NA	NA	NA		NA			
B4.P4	B4	Plate-4	Lab03	Lab03	R. pallescens	Adult	Male	Univ. de Panama	Lab		9/15/2017		"Nina; Engorged, Only dissinfected with sporiciden and clorox wipes before guts and salivary glands"	Male	Guts and Salivary Glands	3/2/2018	5/30/2018		Lab03			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
B5.P4	B5	Plate-4	Lab04	Lab04	R. pallescens	Adult	Male	Univ. de Panama	Lab		9/15/2017		"Nina; Engorged, Only dissinfected with sporiciden and clorox wipes before guts and salivary glands"	Male	Guts and Salivary Glands	3/2/2018	5/30/2018		Lab04			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
B6.P4	B6	Plate-4	Lab05	Lab05	R. pallescens	Adult	Male	Univ. de Panama	Lab		9/15/2017		"Nina; Engorged, Only dissinfected with sporiciden and clorox wipes before guts and salivary glands"	Male	Guts and Salivary Glands	3/2/2018	5/30/2018		Lab05			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
B7.P4	B7	Plate-4	Lab06	Lab06	R. pallescens	N5		Univ. de Panama	Lab		9/15/2017		"Nina; Engorged, Only dissinfected with sporiciden and clorox wipes before guts and salivary glands"		Guts and Salivary Glands	3/2/2018	5/30/2018		Lab06			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
B8.P4	B8	Plate-4	Lab07	Lab07	R. pallescens	N5		Univ. de Panama	Lab		9/15/2017		"Nina; Engorged, Only dissinfected with sporiciden and clorox wipes before guts and salivary glands"		Guts and Salivary Glands	3/2/2018	5/30/2018		Lab07			Mammal	No		Mammalia;Didelphimorpha;Didelphidae;Didelphis;marsupialis					Yes	NA	NA	NA	NA	NA		NA			
